            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2456922.500000000, A.D. 2014-Sep-22 00:00:00.0000,  6.825734429182877E-01,  8.027253504871500E+07,  8.445210372267718E+00,  2.498360802900298E+01,  2.620156996273203E+02,  2.456900496232368E+06,  5.190304886940883E-06,  9.867421094909993E+00,  6.076047572097364E+01,  2.528853785477409E+08,  4.254982220467668E+08,  6.936008728615953E+07,
2456923.500000000, A.D. 2014-Sep-23 00:00:00.0000,  6.825738924796584E-01,  8.027252534045069E+07,  8.445213379821286E+00,  2.498359304200647E+01,  2.620157126309888E+02,  2.456900496236834E+06,  5.190294802224884E-06,  1.031584139053338E+01,  6.277097285352072E+01,  2.528857061176246E+08,  4.254988868947984E+08,  6.936022205245095E+07,
2456924.500000000, A.D. 2014-Sep-24 00:00:00.0000,  6.825743800750669E-01,  8.027251473431394E+07,  8.445216759033071E+00,  2.498357739370762E+01,  2.620157271436936E+02,  2.456900496242301E+06,  5.190283871743137E-06,  1.076425774110609E+01,  6.471827545213286E+01,  2.528860611607131E+08,  4.254996075871123E+08,  6.936036812165639E+07,
2456925.500000000, A.D. 2014-Sep-25 00:00:00.0000,  6.825749106348084E-01,  8.027250310097826E+07,  8.445220561552869E+00,  2.498356102418976E+01,  2.620157433171171E+02,  2.456900496248914E+06,  5.190271987115594E-06,  1.121266962704321E+01,  6.660432083073123E+01,  2.528864471977080E+08,  4.255003912944378E+08,  6.936052694226222E+07,
2456926.500000000, A.D. 2014-Sep-26 00:00:00.0000,  6.825754898849403E-01,  8.027249027974752E+07,  8.445224848738983E+00,  2.498354386599775E+01,  2.620157613193581E+02,  2.456900496256850E+06,  5.190259023487495E-06,  1.166107644236103E+01,  6.843109787517639E+01,  2.528868682845264E+08,  4.255012462893053E+08,  6.936070018295637E+07,
2456927.500000000, A.D. 2014-Sep-27 00:00:00.0000,  6.825761245357701E-01,  8.027247607030158E+07,  8.445229693934293E+00,  2.498352584286300E+01,  2.620157813376818E+02,  2.456900496266315E+06,  5.190244835706967E-06,  1.210947747578137E+01,  7.020062289003948E+01,  2.528873291364855E+08,  4.255021822026693E+08,  6.936088978372137E+07,
2456928.500000000, A.D. 2014-Sep-28 00:00:00.0000,  6.825768225251051E-01,  8.027246022194439E+07,  8.445235185414575E+00,  2.498350686810648E+01,  2.620158035820352E+02,  2.456900496277558E+06,  5.190229253401865E-06,  1.255787188632511E+01,  7.191491931562160E+01,  2.528878352882506E+08,  4.255032103545569E+08,  6.936109802164190E+07,
2456929.500000000, A.D. 2014-Sep-29 00:00:00.0000,  6.825775933357179E-01,  8.027244241942038E+07,  8.445241430252468E+00,  2.498348684262352E+01,  2.620158282895448E+02,  2.456900496290878E+06,  5.190212074569095E-06,  1.300625867144615E+01,  7.357600091693413E+01,  2.528883933021138E+08,  4.255043441848072E+08,  6.936132759659694E+07,
2456930.500000000, A.D. 2014-Sep-30 00:00:00.0000,  6.825784484145416E-01,  8.027242226396385E+07,  8.445248559446762E+00,  2.498346565231703E+01,  2.620158557303083E+02,  2.456900496306646E+06,  5.190193057131280E-06,  1.345463662494611E+01,  7.518585804705940E+01,  2.528890110423152E+08,  4.255055998206666E+08,  6.936158174412474E+07,
2456931.500000000, A.D. 2014-Oct-01 00:00:00.0000,  6.825794017340872E-01,  8.027239924761376E+07,  8.445256734826760E+00,  2.498344316479561E+01,  2.620158862149170E+02,  2.456900496325313E+06,  5.190171907658293E-06,  1.390300428063268E+01,  7.674644660162518E+01,  2.528896980414834E+08,  4.255069968353531E+08,  6.936186438618855E+07,
2456932.500000000, A.D. 2014-Oct-02 00:00:00.0000,  6.825804705554060E-01,  8.027237271785152E+07,  8.445266158490048E+00,  2.498341922507595E+01,  2.620159201043065E+02,  2.456900496347447E+06,  5.190148266084365E-06,  1.435135983580303E+01,  7.825967930443974E+01,  2.528904659971881E+08,  4.255085592765246E+08,  6.936218033547567E+07,
2456933.500000000, A.D. 2014-Oct-03 00:00:00.0000,  6.825816764828710E-01,  8.027234182808040E+07,  8.445277085924472E+00,  2.498339364991567E+01,  2.620159578228340E+02,  2.456900496373768E+06,  5.190121684640990E-06,  1.479970104557268E+01,  7.972741899291910E+01,  2.528913294564378E+08,  4.255103170847952E+08,  6.936253557702509E+07,
2456934.500000000, A.D. 2014-Oct-04 00:00:00.0000,  6.825830469500042E-01,  8.027230546693061E+07,  8.445289844602092E+00,  2.498336622022657E+01,  2.620159998758668E+02,  2.456900496405198E+06,  5.190091598271518E-06,  1.524802507422373E+01,  8.115147360314374E+01,  2.528923067769699E+08,  4.255123080870091E+08,  6.936293766373846E+07,
2456935.500000000, A.D. 2014-Oct-05 00:00:00.0000,  6.825846173576682E-01,  8.027226215517391E+07,  8.445304860895721E+00,  2.498333667074146E+01,  2.620160468738704E+02,  2.456900496442940E+06,  5.190057282187100E-06,  1.569632828162837E+01,  8.253359258603675E+01,  2.528934215063730E+08,  4.255145808575721E+08,  6.936339628380659E+07,
