            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455187.500000000, A.D. 2009-Dec-22 00:00:00.0000,  4.935593980854127E-01,  1.345972415753621E+08,  5.092828562491886E+00,  1.417482547695943E+02,  4.220700707451664E+01,  2.455269972506681E+06,  4.817447434268040E-06,  3.256726781628499E+02,  2.723312158375248E+02,  2.657710323116278E+08,  3.969448230478936E+08,  7.472837117831430E+07,
2455190.500000000, A.D. 2009-Dec-25 00:00:00.0000,  4.935609428723667E-01,  1.345972042765878E+08,  5.092840766117070E+00,  1.417481199660693E+02,  4.220706129056533E+01,  2.455269972369931E+06,  4.817427394885160E-06,  3.269215550554006E+02,  2.743398573883180E+02,  2.657717693417681E+08,  3.969463344069483E+08,  7.472868203104115E+07,
2455193.500000000, A.D. 2009-Dec-28 00:00:00.0000,  4.935627370974836E-01,  1.345971372537858E+08,  5.092855519348841E+00,  1.417479682499809E+02,  4.220714630237200E+01,  2.455269972230762E+06,  4.817405392198923E-06,  3.281704355383379E+02,  2.764175869405715E+02,  2.657725785862920E+08,  3.969480199187982E+08,  7.472902334168656E+07,
2455196.500000000, A.D. 2009-Dec-31 00:00:00.0000,  4.935648308135152E-01,  1.345970350041263E+08,  5.092873550958956E+00,  1.417477961384697E+02,  4.220726978758562E+01,  2.455269972090403E+06,  4.817381007451759E-06,  3.294193202309616E+02,  2.785677731674749E+02,  2.657734754486680E+08,  3.969499158932097E+08,  7.472940160704218E+07,
2455199.500000000, A.D. 2010-Jan-03 00:00:00.0000,  4.935672893051313E-01,  1.345968925103017E+08,  5.092895869724484E+00,  1.417475991182876E+02,  4.220743994351051E+01,  2.455269971949656E+06,  4.817353578478948E-06,  3.306682109788635E+02,  2.807938847162836E+02,  2.657744842856287E+08,  3.969520760609558E+08,  7.472982710014571E+07,
2455202.500000000, A.D. 2010-Jan-06 00:00:00.0000,  4.935702089185749E-01,  1.345967052682562E+08,  5.092923842939092E+00,  1.417473717349772E+02,  4.220766460670626E+01,  2.455269971807908E+06,  4.817321972354732E-06,  3.319171122745061E+02,  2.830994709770889E+02,  2.657756467699892E+08,  3.969545882717222E+08,  7.473031739749590E+07,
2455205.500000000, A.D. 2010-Jan-09 00:00:00.0000,  4.935737389414375E-01,  1.345964682476496E+08,  5.092959310009538E+00,  1.417471076650293E+02,  4.220795130706863E+01,  2.455269971662568E+06,  4.817284329010526E-06,  3.331660323093159E+02,  2.854881351448315E+02,  2.657770313220092E+08,  3.969575943963689E+08,  7.473090135701920E+07,
2455208.500000000, A.D. 2010-Jan-12 00:00:00.0000,  4.935781090717608E-01,  1.345961741794453E+08,  5.093004797749379E+00,  1.417467994586786E+02,  4.220830847999274E+01,  2.455269971509044E+06,  4.817237761225659E-06,  3.344149836339889E+02,  2.879634983654868E+02,  2.657787441469779E+08,  3.969613141145106E+08,  7.473162377362177E+07,
2455211.500000000, A.D. 2010-Jan-15 00:00:00.0000,  4.935836703105630E-01,  1.345958116984278E+08,  5.093063923076018E+00,  1.417464378296983E+02,  4.220874725908216E+01,  2.455269971340707E+06,  4.817177870875148E-06,  3.356639842865803E+02,  2.905291542726959E+02,  2.657809470341716E+08,  3.969660823699155E+08,  7.473255288673779E+07,
2455214.500000000, A.D. 2010-Jan-18 00:00:00.0000,  4.935909683978495E-01,  1.345953630836756E+08,  5.093142123298876E+00,  1.417460104565109E+02,  4.220928354661240E+01,  2.455269971148199E+06,  4.817097822421964E-06,  3.369130605620962E+02,  2.931886128164181E+02,  2.657838914480846E+08,  3.969724198124935E+08,  7.473379476005688E+07,
2455217.500000000, A.D. 2010-Jan-21 00:00:00.0000,  4.936008876920122E-01,  1.345948004129668E+08,  5.093248032218331E+00,  1.417455000359509E+02,  4.220994090917716E+01,  2.455269970917546E+06,  4.816986496463108E-06,  3.381622530099201E+02,  2.959452317026436E+02,  2.657879864748011E+08,  3.969811725366354E+08,  7.473552194184716E+07,
